id_clase,id_estudiante,nro_clase_semana,pos_x,pos_y
CA142-SEC9-2025S2,U202300623,1,2,1
AN22-SEC7-2025S2,U202300623,1,5,1
CY999-SEC5-2025S2,U202000624,1,5,2
RI999-SEC2-2025S2,U202000624,1,7,3
AD2507-SEC4-2025S2,U202000624,1,2,4
AN81-SEC4-2025S2,U202000624,1,2,4
ID999-SEC8-2025S2,U202000624,1,5,1
CY999-SEC7-2025S2,U202000625,1,2,2
AD2461-SEC4-2025S2,U202000625,1,5,2
AM230-SEC3-2025S2,U202000625,1,3,3
ID999-SEC18-2025S2,U202000625,1,5,1
HU626-SEC10-2025S2,U202500626,1,5,1
CO16-SEC8-2025S2,U202500626,1,4,1
HU625-SEC3-2025S2,U202500626,1,5,2
CO19-SEC4-2025S2,U202500626,1,2,1
MA431-SEC6-2025S2,U202500626,1,6,1
AN81-SEC4-2025S2,U202000627,1,3,4
CE999-SEC1-2025S2,U202000627,1,4,2
RI999-SEC5-2025S2,U202000627,1,2,3
D999-SEC4-2025S2,U202000627,1,6,2
AD2507-SEC3-2025S2,U201700628,1,6,4
CE999-SEC5-2025S2,U201700628,1,4,2
CY999-SEC4-2025S2,U201700628,1,2,2
CA999-SEC4-2025S2,U201700628,1,7,2
AN85-SEC1-2025S2,U201700629,1,5,3
AN86-SEC6-2025S2,U201700629,1,4,3
PE999-SEC5-2025S2,U201700629,1,5,4
CE999-SEC4-2025S2,U201700629,1,5,2
CA999-SEC2-2025S2,U201700629,1,5,3
ID999-SEC1-2025S2,U201700629,1,4,1
AF212-SEC5-2025S2,U201800630,1,4,2
AD2461-SEC5-2025S2,U201800630,1,5,2
AD2507-SEC5-2025S2,U201800630,1,5,4
AM230-SEC5-2025S2,U201800630,1,2,4
CY999-SEC9-2025S2,U201800630,1,2,2
EY999-SEC1-2025S2,U201800631,1,3,3
AD2454-SEC1-2025S2,U201800631,1,1,3
AN85-SEC5-2025S2,U201800631,1,2,4
CA160-SEC7-2025S2,U201800631,1,4,3
AD2454-SEC3-2025S2,U201800632,1,4,2
CA160-SEC5-2025S2,U201800632,1,4,2
AD2461-SEC2-2025S2,U201800632,1,3,3
CA999-SEC4-2025S2,U201800632,1,8,2
AN86-SEC5-2025S2,U201800632,1,6,2
AD2507-SEC4-2025S2,U201900633,1,3,4
AN85-SEC3-2025S2,U201900633,1,3,4
EY999-SEC5-2025S2,U201900633,1,1,4
ID999-SEC6-2025S2,U201900633,1,6,1
CE999-SEC6-2025S2,U201900633,1,3,3
CA999-SEC5-2025S2,U201900633,1,3,3
IS305-SEC7-2025S2,U202300634,1,3,1
CA142-SEC10-2025S2,U202300634,1,2,1
EC210-SEC5-2025S2,U202300634,1,5,1
HU626-SEC8-2025S2,U202300634,1,6,1
MA459-SEC4-2025S2,U202300634,1,3,2
AF140-SEC6-2025S2,U202300635,1,3,1
IS203-SEC8-2025S2,U202300635,1,4,1
AF141-SEC9-2025S2,U202300635,1,1,2
AD213-SEC2-2025S2,U202300635,1,8,1
AN22-SEC7-2025S2,U202300635,1,6,1
AF212-SEC4-2025S2,U201700636,1,6,2
AD2461-SEC6-2025S2,U201700636,1,4,2
II999-SEC1-2025S2,U201700636,1,1,4
AD2454-SEC5-2025S2,U201700636,1,7,2
CY301-SEC8-2025S2,U202300637,1,2,1
AF141-SEC3-2025S2,U202300637,1,5,1
EC210-SEC4-2025S2,U202300637,1,6,1
AF140-SEC7-2025S2,U202300637,1,3,1
CA143-SEC4-2025S2,U202300637,1,6,1
AD2507-SEC1-2025S2,U201900638,1,2,4
D999-SEC3-2025S2,U201900638,1,6,2
PE999-SEC1-2025S2,U201900638,1,2,3
AM230-SEC1-2025S2,U201900638,1,8,2
AD2454-SEC4-2025S2,U201900638,1,3,4
CY999-SEC6-2025S2,U201700639,1,5,1
CA999-SEC5-2025S2,U201700639,1,4,3
EY999-SEC1-2025S2,U201700639,1,4,3
AF212-SEC3-2025S2,U201700639,1,7,1
II999-SEC5-2025S2,U201700639,1,3,3
AM230-SEC3-2025S2,U201800640,1,4,3
AN86-SEC4-2025S2,U201800640,1,6,2
AD2461-SEC5-2025S2,U201800640,1,6,2
D999-SEC3-2025S2,U201800640,1,7,2
AN85-SEC1-2025S2,U201800640,1,6,3
AD2507-SEC3-2025S2,U201800641,1,7,4
II999-SEC3-2025S2,U201800641,1,6,3
PE999-SEC4-2025S2,U201800641,1,3,3
RI999-SEC2-2025S2,U201800641,1,8,3
CY999-SEC3-2025S2,U201800641,1,5,1
DE965-SEC4-2025S2,U202100642,1,6,1
IC999-SEC5-2025S2,U202100642,1,2,3
AN85-SEC5-2025S2,U202100642,1,3,4
AD213-SEC3-2025S2,U202100642,1,5,1
AD2454-SEC5-2025S2,U202100642,1,8,2
AD2454-SEC6-2025S2,U201900643,1,6,2
AM230-SEC3-2025S2,U201900643,1,5,3
AN86-SEC3-2025S2,U201900643,1,6,3
CE999-SEC7-2025S2,U201900643,1,3,2
AF212-SEC2-2025S2,U201900643,1,7,2
CA999-SEC1-2025S2,U201900644,1,3,2
AN85-SEC3-2025S2,U201900644,1,4,4
AF212-SEC2-2025S2,U201900644,1,8,2
RI999-SEC5-2025S2,U201900644,1,3,3
CY999-SEC5-2025S2,U201900644,1,6,2
AM230-SEC5-2025S2,U201900644,1,3,4
CE999-SEC4-2025S2,U202000645,1,6,2
PE999-SEC2-2025S2,U202000645,1,8,2
CA999-SEC5-2025S2,U202000645,1,5,3
AD2507-SEC2-2025S2,U202000645,1,6,3
AN81-SEC2-2025S2,U202000645,1,5,5
MA459-SEC10-2025S2,U202400646,1,4,2
HU318-SEC5-2025S2,U202400646,1,2,3
HU626-SEC7-2025S2,U202400646,1,1,2
HU625-SEC2-2025S2,U202400646,1,8,1
AD2507-SEC2-2025S2,U202000647,1,7,3
RI999-SEC3-2025S2,U202000647,1,3,4
CA999-SEC2-2025S2,U202000647,1,6,3
CE999-SEC3-2025S2,U202000647,1,2,3
EY999-SEC2-2025S2,U202000647,1,8,3
DE965-SEC6-2025S2,U202200648,1,4,1
MA461-SEC8-2025S2,U202200648,1,1,2
AD2454-SEC5-2025S2,U202200648,1,1,3
EC210-SEC7-2025S2,U202200648,1,3,2
EC210-SEC3-2025S2,U202200649,1,6,1
AD2507-SEC2-2025S2,U202200649,1,8,3
AD2508-SEC3-2025S2,U202200649,1,4,2
AN85-SEC5-2025S2,U202200649,1,4,4
AN20-SEC5-2025S2,U202200649,1,2,2
EY999-SEC5-2025S2,U201800650,1,2,4
RI999-SEC5-2025S2,U201800650,1,4,3
II999-SEC5-2025S2,U201800650,1,4,3
IC999-SEC4-2025S2,U201800650,1,8,2
AF212-SEC1-2025S2,U201800650,1,3,2
AN81-SEC3-2025S2,U201800650,1,8,3
AN22-SEC2-2025S2,U202400651,1,2,1
HU318-SEC1-2025S2,U202400651,1,1,2
MA460-SEC8-2025S2,U202400651,1,5,2
MA459-SEC10-2025S2,U202400651,1,5,2
AF141-SEC3-2025S2,U202400651,1,6,1
MA431-SEC3-2025S2,U202500652,1,4,1
CO19-SEC5-2025S2,U202500652,1,3,1
HU626-SEC4-2025S2,U202500652,1,1,3
MA459-SEC5-2025S2,U202500652,1,7,1
CO16-SEC1-2025S2,U202500652,1,2,1
HU625-SEC2-2025S2,U202500652,1,1,2
AD2507-SEC4-2025S2,U201900653,1,4,4
AF212-SEC6-2025S2,U201900653,1,4,2
IC999-SEC3-2025S2,U201900653,1,8,2
CY999-SEC5-2025S2,U201900653,1,7,2
CA999-SEC4-2025S2,U201900653,1,1,3
AN85-SEC2-2025S2,U201900653,1,4,3
AN81-SEC4-2025S2,U201700654,1,4,4
RI999-SEC4-2025S2,U201700654,1,5,3
D999-SEC7-2025S2,U201700654,1,8,2
II999-SEC2-2025S2,U201700654,1,6,4
AN85-SEC4-2025S2,U201700654,1,5,3
GE220-SEC5-2025S2,U202200655,1,4,1
AF140-SEC4-2025S2,U202200655,1,2,1
EC210-SEC5-2025S2,U202200655,1,6,1
MA461-SEC6-2025S2,U202200655,1,2,2
DE331-SEC1-2025S2,U202200655,1,2,1
MA459-SEC10-2025S2,U202400656,1,6,2
HU318-SEC2-2025S2,U202400656,1,2,3
CO13-SEC9-2025S2,U202400656,1,8,1
MA461-SEC2-2025S2,U202400656,1,5,1
CO22-SEC10-2025S2,U202400656,1,5,1
HU626-SEC9-2025S2,U202400656,1,4,3
IS305-SEC1-2025S2,U202200657,1,2,2
AN81-SEC2-2025S2,U202200657,1,6,5
AF140-SEC2-2025S2,U202200657,1,6,1
AN22-SEC8-2025S2,U202200657,1,4,1
IN250-SEC6-2025S2,U202200657,1,4,1
HU625-SEC6-2025S2,U202400658,1,7,1
HU626-SEC7-2025S2,U202400658,1,2,2
HU318-SEC3-2025S2,U202400658,1,7,2
MA459-SEC10-2025S2,U202400658,1,7,2
MA431-SEC7-2025S2,U202400658,1,7,1
MA460-SEC7-2025S2,U202400658,1,3,2
EY999-SEC3-2025S2,U201800659,1,8,3
CA999-SEC1-2025S2,U201800659,1,4,2
AD2454-SEC7-2025S2,U201800659,1,6,2
CE999-SEC3-2025S2,U201800659,1,3,3
CA143-SEC6-2025S2,U202200660,1,1,1
DE331-SEC8-2025S2,U202200660,1,3,1
AF140-SEC7-2025S2,U202200660,1,4,1
DE965-SEC6-2025S2,U202200660,1,5,1
CO22-SEC4-2025S2,U202200660,1,4,1
AN20-SEC5-2025S2,U202300661,1,3,2
AF141-SEC1-2025S2,U202300661,1,5,1
MA460-SEC3-2025S2,U202300661,1,6,2
AN22-SEC3-2025S2,U202300661,1,3,1
HU318-SEC4-2025S2,U202300661,1,3,2
CA160-SEC6-2025S2,U202100662,1,8,1
AN81-SEC3-2025S2,U202100662,1,1,4
CA999-SEC1-2025S2,U202100662,1,5,2
AD2461-SEC2-2025S2,U202100662,1,4,3
AD2454-SEC3-2025S2,U202100662,1,5,2
RI999-SEC1-2025S2,U202100662,1,1,3
HU318-SEC5-2025S2,U202400663,1,3,3
CA142-SEC7-2025S2,U202400663,1,4,1
MA460-SEC10-2025S2,U202400663,1,1,2
MA459-SEC3-2025S2,U202400663,1,5,1
AF141-SEC1-2025S2,U202400663,1,6,1
AF103-SEC1-2025S2,U202400663,1,1,2
MA431-SEC2-2025S2,U202400664,1,4,2
MA459-SEC2-2025S2,U202400664,1,4,2
CO19-SEC7-2025S2,U202400664,1,3,1
HU626-SEC3-2025S2,U202400664,1,6,2
HU625-SEC4-2025S2,U202400664,1,8,1
MA460-SEC5-2025S2,U202400664,1,1,2
AN86-SEC2-2025S2,U201900665,1,7,2
IC999-SEC4-2025S2,U201900665,1,1,3
AD2507-SEC1-2025S2,U201900665,1,3,4
CA999-SEC4-2025S2,U201900665,1,2,3
AN85-SEC2-2025S2,U201900665,1,5,3
EY999-SEC4-2025S2,U202100666,1,4,2
IC999-SEC2-2025S2,U202100666,1,5,2
AN81-SEC3-2025S2,U202100666,1,2,4
EC210-SEC4-2025S2,U202100666,1,1,2
AN85-SEC5-2025S2,U202100666,1,5,4
AD2461-SEC2-2025S2,U202100667,1,5,3
CA999-SEC2-2025S2,U202100667,1,7,3
D999-SEC6-2025S2,U202100667,1,3,2
AM230-SEC1-2025S2,U202100667,1,1,3
CA160-SEC3-2025S2,U202100667,1,7,2
AF140-SEC8-2025S2,U202200668,1,3,1
EC210-SEC3-2025S2,U202200668,1,1,2
CS210-SEC4-2025S2,U202200668,1,5,1
CO22-SEC7-2025S2,U202200668,1,3,1
AD2454-SEC3-2025S2,U202200668,1,6,2
AF141-SEC1-2025S2,U202500669,1,7,1
HU625-SEC4-2025S2,U202500669,1,1,2
CO19-SEC6-2025S2,U202500669,1,3,1
MA460-SEC5-2025S2,U202500669,1,2,2
CA142-SEC2-2025S2,U202500669,1,4,1
CO22-SEC6-2025S2,U202300670,1,1,1
MA460-SEC4-2025S2,U202300670,1,4,1
HU318-SEC9-2025S2,U202300670,1,8,1
MA461-SEC6-2025S2,U202300670,1,3,2
CO13-SEC7-2025S2,U202300670,1,3,1
AF212-SEC7-2025S2,U202100671,1,3,3
PE999-SEC2-2025S2,U202100671,1,1,3
AD2454-SEC1-2025S2,U202100671,1,2,3
AD2508-SEC3-2025S2,U202100671,1,5,2
ID999-SEC22-2025S2,U201700672,1,6,1
AD2461-SEC3-2025S2,U201700672,1,1,3
AN81-SEC1-2025S2,U201700672,1,1,4
AF212-SEC1-2025S2,U201700672,1,4,2
CY999-SEC7-2025S2,U201700672,1,3,2
AN86-SEC4-2025S2,U201700672,1,7,2
AD2507-SEC2-2025S2,U201900673,1,1,4
AF212-SEC3-2025S2,U201900673,1,8,1
AN81-SEC1-2025S2,U201900673,1,2,4
AD2454-SEC5-2025S2,U201900673,1,2,3
AD2461-SEC5-2025S2,U201900673,1,7,2
RI999-SEC2-2025S2,U201900674,1,1,4
AD2461-SEC1-2025S2,U201900674,1,4,4
EY999-SEC5-2025S2,U201900674,1,3,4
AD2507-SEC5-2025S2,U201900674,1,6,4
AN86-SEC2-2025S2,U201900674,1,8,2
AN86-SEC3-2025S2,U201700675,1,1,4
II999-SEC5-2025S2,U201700675,1,5,3
RI999-SEC4-2025S2,U201700675,1,6,3
CA999-SEC3-2025S2,U201700675,1,6,2
IC999-SEC2-2025S2,U201700675,1,6,2
HU318-SEC8-2025S2,U202300676,1,3,2
AN22-SEC1-2025S2,U202300676,1,1,1
MA460-SEC2-2025S2,U202300676,1,1,2
AN20-SEC5-2025S2,U202300676,1,4,2
AF141-SEC5-2025S2,U202300676,1,4,1
MA461-SEC3-2025S2,U202300676,1,7,2
MA459-SEC2-2025S2,U202400677,1,5,2
MA460-SEC6-2025S2,U202400677,1,7,1
MA461-SEC8-2025S2,U202400677,1,2,2
HU318-SEC6-2025S2,U202400677,1,3,2
HU626-SEC2-2025S2,U202400677,1,8,1
AD2454-SEC6-2025S2,U201900678,1,7,2
RI999-SEC3-2025S2,U201900678,1,4,4
ID999-SEC17-2025S2,U201900678,1,2,1
AN86-SEC1-2025S2,U201900678,1,4,3
AN85-SEC2-2025S2,U201900678,1,6,3
AN85-SEC2-2025S2,U202000679,1,1,4
CE999-SEC2-2025S2,U202000679,1,5,3
IC999-SEC5-2025S2,U202000679,1,3,3
AM230-SEC5-2025S2,U202000679,1,4,4
AD2461-SEC6-2025S2,U202000679,1,5,2
AN86-SEC3-2025S2,U201900680,1,2,4
ID999-SEC23-2025S2,U201900680,1,6,1
AN81-SEC4-2025S2,U201900680,1,5,4
AM230-SEC2-2025S2,U201900680,1,3,2
AF212-SEC1-2025S2,U201900680,1,5,2
HU626-SEC3-2025S2,U202500681,1,7,2
MA431-SEC10-2025S2,U202500681,1,7,1
CO16-SEC8-2025S2,U202500681,1,5,1
HU625-SEC9-2025S2,U202500681,1,1,2
CO19-SEC9-2025S2,U202500681,1,4,1
AD213-SEC7-2025S2,U202100682,1,3,1
AN86-SEC1-2025S2,U202100682,1,5,3
CY999-SEC6-2025S2,U202100682,1,6,1
DE965-SEC6-2025S2,U202100682,1,6,1
AD2507-SEC2-2025S2,U202100682,1,2,4
RI999-SEC5-2025S2,U201900683,1,5,3
AF212-SEC4-2025S2,U201900683,1,7,2
CA160-SEC4-2025S2,U201900683,1,4,2
CA999-SEC3-2025S2,U201900683,1,7,2
AM230-SEC1-2025S2,U201900683,1,2,3
CE999-SEC2-2025S2,U202000684,1,6,3
RI999-SEC3-2025S2,U202000684,1,5,4
AF212-SEC2-2025S2,U202000684,1,1,3
II999-SEC4-2025S2,U202000684,1,4,5
PE999-SEC4-2025S2,U202000685,1,4,3
AN81-SEC1-2025S2,U202000685,1,3,4
CY999-SEC5-2025S2,U202000685,1,8,2
AN86-SEC4-2025S2,U202000685,1,8,2
HU318-SEC9-2025S2,U202400686,1,1,2
MA461-SEC3-2025S2,U202400686,1,8,2
MA460-SEC4-2025S2,U202400686,1,5,1
MA459-SEC1-2025S2,U202400686,1,4,2
HU626-SEC5-2025S2,U202400686,1,3,2
AN85-SEC2-2025S2,U202000687,1,2,4
AD2507-SEC1-2025S2,U202000687,1,4,4
AF212-SEC5-2025S2,U202000687,1,5,2
ID999-SEC11-2025S2,U202000687,1,3,1
AF103-SEC7-2025S2,U202500688,1,6,1
MA431-SEC10-2025S2,U202500688,1,8,1
HU626-SEC2-2025S2,U202500688,1,1,2
CY301-SEC9-2025S2,U202500688,1,5,1
CO16-SEC1-2025S2,U202500688,1,3,1
MA460-SEC4-2025S2,U202300689,1,6,1
CA143-SEC1-2025S2,U202300689,1,6,1
GE220-SEC8-2025S2,U202300689,1,3,1
CO13-SEC11-2025S2,U202300689,1,4,1
AN20-SEC3-2025S2,U202300689,1,1,2
MA459-SEC8-2025S2,U202400690,1,7,1
CV210-SEC11-2025S2,U202400690,1,2,1
HU626-SEC3-2025S2,U202400690,1,8,2
HU318-SEC7-2025S2,U202400690,1,3,2
MA461-SEC6-2025S2,U202400690,1,4,2
MA460-SEC8-2025S2,U202400690,1,6,2
AD2461-SEC3-2025S2,U202100691,1,2,3
CE999-SEC2-2025S2,U202100691,1,1,4
II999-SEC3-2025S2,U202100691,1,7,3
AD2507-SEC1-2025S2,U202100691,1,5,4
PE999-SEC4-2025S2,U202100691,1,5,3
CA142-SEC7-2025S2,U202300692,1,5,1
DE965-SEC2-2025S2,U202300692,1,6,1
CY301-SEC8-2025S2,U202300692,1,3,1
AD2508-SEC3-2025S2,U202300692,1,6,2
MA461-SEC8-2025S2,U202300692,1,3,2
HU318-SEC5-2025S2,U202300693,1,4,3
MA460-SEC9-2025S2,U202300693,1,1,3
CO13-SEC9-2025S2,U202300693,1,1,2
CO22-SEC4-2025S2,U202300693,1,5,1
MA461-SEC1-2025S2,U202300693,1,2,2
D999-SEC1-2025S2,U201800694,1,7,2
AD2461-SEC5-2025S2,U201800694,1,8,2
II999-SEC4-2025S2,U201800694,1,5,5
EY999-SEC3-2025S2,U201800694,1,1,4
CY999-SEC9-2025S2,U201800695,1,3,2
CA160-SEC3-2025S2,U201800695,1,8,2
AN86-SEC1-2025S2,U201800695,1,6,3
II999-SEC2-2025S2,U201800695,1,1,5
AN85-SEC1-2025S2,U202100696,1,1,4
AD2454-SEC5-2025S2,U202100696,1,3,3
AN81-SEC1-2025S2,U202100696,1,4,4
AD2507-SEC5-2025S2,U202100696,1,7,4
CA160-SEC5-2025S2,U202100696,1,5,2
AD2507-SEC5-2025S2,U202000697,1,8,4
D999-SEC2-2025S2,U202000697,1,7,2
II999-SEC2-2025S2,U202000697,1,2,5
CY999-SEC4-2025S2,U202000697,1,3,2
AD2461-SEC3-2025S2,U202000697,1,3,3
IS203-SEC6-2025S2,U202300698,1,1,1
CO13-SEC2-2025S2,U202300698,1,6,1
CS210-SEC2-2025S2,U202300698,1,3,2
AF141-SEC6-2025S2,U202300698,1,4,1
CE999-SEC4-2025S2,U201700699,1,7,2
IC999-SEC2-2025S2,U201700699,1,1,3
CA160-SEC6-2025S2,U201700699,1,1,2
II999-SEC3-2025S2,U201700699,1,8,3
EY999-SEC3-2025S2,U201700699,1,2,4
AN20-SEC2-2025S2,U202200700,1,5,1
AD2508-SEC5-2025S2,U202200700,1,2,2
CS210-SEC8-2025S2,U202200700,1,5,1
GE220-SEC8-2025S2,U202200700,1,4,1
DE965-SEC7-2025S2,U202200700,1,8,1
EC210-SEC6-2025S2,U202200701,1,4,1
AN85-SEC1-2025S2,U202200701,1,2,4
GE220-SEC8-2025S2,U202200701,1,5,1
AD2454-SEC1-2025S2,U202200701,1,3,3
AD2508-SEC2-2025S2,U202200701,1,3,2
PE999-SEC5-2025S2,U201800702,1,6,4
AF212-SEC5-2025S2,U201800702,1,6,2
AD2454-SEC5-2025S2,U201800702,1,4,3
CA999-SEC3-2025S2,U201800702,1,8,2
CA160-SEC3-2025S2,U201800702,1,1,3
EY999-SEC1-2025S2,U201900703,1,5,3
PE999-SEC3-2025S2,U201900703,1,4,4
AN86-SEC5-2025S2,U201900703,1,7,2
AD2461-SEC2-2025S2,U201900703,1,6,3
II999-SEC1-2025S2,U201900703,1,2,4
ID999-SEC9-2025S2,U201900704,1,3,1
AD2507-SEC4-2025S2,U201900704,1,5,4
AD2454-SEC3-2025S2,U201900704,1,7,2
D999-SEC7-2025S2,U201900704,1,1,3
AN86-SEC3-2025S2,U201900704,1,3,4
D999-SEC4-2025S2,U201800705,1,1,3
AN86-SEC1-2025S2,U201800705,1,1,4
AN85-SEC5-2025S2,U201800705,1,6,4
II999-SEC3-2025S2,U201800705,1,1,4
AD2461-SEC5-2025S2,U201800705,1,1,3
DE965-SEC5-2025S2,U202200706,1,4,1
MA461-SEC1-2025S2,U202200706,1,3,2
IN250-SEC2-2025S2,U202200706,1,1,2
CO22-SEC4-2025S2,U202200706,1,6,1
AN81-SEC4-2025S2,U202200706,1,6,4
CO16-SEC1-2025S2,U202500707,1,4,1
HU625-SEC10-2025S2,U202500707,1,1,2
AF103-SEC7-2025S2,U202500707,1,7,1
MA459-SEC11-2025S2,U202500707,1,7,1
IS203-SEC4-2025S2,U202500707,1,3,1
CY301-SEC9-2025S2,U202500707,1,6,1
II999-SEC2-2025S2,U201900708,1,3,5
AN85-SEC5-2025S2,U201900708,1,7,4
AD2461-SEC2-2025S2,U201900708,1,1,4
PE999-SEC2-2025S2,U201900708,1,2,3
PE999-SEC1-2025S2,U201900709,1,3,3
AD2461-SEC5-2025S2,U201900709,1,2,3
CA999-SEC3-2025S2,U201900709,1,1,3
IC999-SEC5-2025S2,U201900709,1,4,3
II999-SEC1-2025S2,U201900709,1,3,4
RI999-SEC3-2025S2,U201900709,1,6,4
RI999-SEC4-2025S2,U201800710,1,7,3
CY999-SEC2-2025S2,U201800710,1,1,2
ID999-SEC22-2025S2,U201800710,1,7,1
AN81-SEC1-2025S2,U201800710,1,5,4
AD2507-SEC2-2025S2,U201800710,1,3,4
CA143-SEC6-2025S2,U202300711,1,2,1
AF140-SEC5-2025S2,U202300711,1,4,1
AF141-SEC4-2025S2,U202300711,1,2,1
MA460-SEC3-2025S2,U202300711,1,1,3
MA461-SEC2-2025S2,U202300711,1,6,1
HU318-SEC4-2025S2,U202300711,1,4,2
EY999-SEC1-2025S2,U201900712,1,6,3
PE999-SEC2-2025S2,U201900712,1,3,3
AN81-SEC4-2025S2,U201900712,1,7,4
D999-SEC5-2025S2,U201900712,1,4,3
ID999-SEC10-2025S2,U201900712,1,6,1
AD213-SEC5-2025S2,U202300713,1,4,1
CS210-SEC1-2025S2,U202300713,1,1,2
IS203-SEC9-2025S2,U202300713,1,3,1
GE220-SEC1-2025S2,U202300713,1,2,1
EC210-SEC5-2025S2,U202300713,1,7,1
AN20-SEC2-2025S2,U202300713,1,6,1
CA160-SEC1-2025S2,U201800714,1,8,2
PE999-SEC4-2025S2,U201800714,1,6,3
ID999-SEC10-2025S2,U201800714,1,1,2
IC999-SEC3-2025S2,U201800714,1,1,3
II999-SEC2-2025S2,U201800714,1,4,5
AF103-SEC2-2025S2,U202500715,1,7,1
HU626-SEC10-2025S2,U202500715,1,6,1
MA431-SEC4-2025S2,U202500715,1,5,1
MA459-SEC5-2025S2,U202500715,1,8,1
HU625-SEC8-2025S2,U202500715,1,3,2
AM230-SEC3-2025S2,U201900716,1,6,3
AD2461-SEC1-2025S2,U201900716,1,5,4
II999-SEC2-2025S2,U201900716,1,5,5
AD2454-SEC5-2025S2,U201900716,1,5,3
IC999-SEC1-2025S2,U201900716,1,8,2
ID999-SEC11-2025S2,U201900716,1,4,1
CA999-SEC4-2025S2,U202000717,1,3,3
AD2461-SEC1-2025S2,U202000717,1,6,4
CE999-SEC4-2025S2,U202000717,1,8,2
D999-SEC7-2025S2,U202000717,1,2,3
EY999-SEC2-2025S2,U202000717,1,1,4
AD2507-SEC5-2025S2,U201800718,1,1,5
ID999-SEC8-2025S2,U201800718,1,6,1
D999-SEC7-2025S2,U201800718,1,3,3
IC999-SEC4-2025S2,U201800718,1,2,3
RI999-SEC5-2025S2,U201800719,1,6,3
AM230-SEC3-2025S2,U201800719,1,7,3
CA160-SEC2-2025S2,U201800719,1,7,2
PE999-SEC5-2025S2,U201800719,1,1,5
AN81-SEC3-2025S2,U201800719,1,3,4
MA460-SEC9-2025S2,U202300720,1,2,3
AF141-SEC3-2025S2,U202300720,1,7,1
PS210-SEC5-2025S2,U202300720,1,4,1
CA143-SEC10-2025S2,U202300720,1,3,1
DE331-SEC4-2025S2,U202300720,1,4,1
HU626-SEC4-2025S2,U202500721,1,2,3
MA431-SEC3-2025S2,U202500721,1,5,1
CO16-SEC7-2025S2,U202500721,1,6,1
CA142-SEC9-2025S2,U202500721,1,3,1
CO13-SEC3-2025S2,U202500721,1,4,1
AN86-SEC1-2025S2,U201700722,1,2,4
AN81-SEC1-2025S2,U201700722,1,6,4
IC999-SEC2-2025S2,U201700722,1,2,3
CY999-SEC5-2025S2,U201700722,1,1,3
AM230-SEC3-2025S2,U201700722,1,8,3
PE999-SEC5-2025S2,U201800723,1,2,5
AN86-SEC6-2025S2,U201800723,1,5,3
CA999-SEC3-2025S2,U201800723,1,2,3
AD2507-SEC1-2025S2,U201800723,1,6,4
AF212-SEC4-2025S2,U201800723,1,8,2
AD2461-SEC4-2025S2,U201800724,1,6,2
ID999-SEC17-2025S2,U201800724,1,3,1
PE999-SEC2-2025S2,U201800724,1,4,3
II999-SEC4-2025S2,U201800724,1,6,5
AN85-SEC4-2025S2,U201800724,1,6,3
AN85-SEC5-2025S2,U201900725,1,8,4
II999-SEC3-2025S2,U201900725,1,2,4
CE999-SEC3-2025S2,U201900725,1,4,3
AF212-SEC2-2025S2,U201900725,1,2,3
IC999-SEC5-2025S2,U201900725,1,5,3
CO22-SEC6-2025S2,U202200726,1,2,1
CV210-SEC4-2025S2,U202200726,1,3,1
GE220-SEC6-2025S2,U202200726,1,6,1
PS210-SEC10-2025S2,U202200726,1,7,1
CS210-SEC2-2025S2,U202200726,1,4,2
MA461-SEC2-2025S2,U202200726,1,7,1
MA460-SEC4-2025S2,U202400727,1,7,1
HU318-SEC2-2025S2,U202400727,1,3,3
MA431-SEC3-2025S2,U202400727,1,6,1
HU626-SEC4-2025S2,U202400727,1,3,3
AD2454-SEC3-2025S2,U202000728,1,8,2
CY999-SEC8-2025S2,U202000728,1,7,1
RI999-SEC1-2025S2,U202000728,1,2,3
PE999-SEC1-2025S2,U202000728,1,4,3
AM230-SEC3-2025S2,U201700729,1,1,4
CA160-SEC5-2025S2,U201700729,1,6,2
PE999-SEC1-2025S2,U201700729,1,5,3
AN81-SEC1-2025S2,U201700729,1,1,5
CY999-SEC4-2025S2,U201700729,1,4,2
RI999-SEC4-2025S2,U201800730,1,8,3
ID999-SEC21-2025S2,U201800730,1,3,1
CA160-SEC2-2025S2,U201800730,1,8,2
AN86-SEC6-2025S2,U201800730,1,6,3
IC999-SEC5-2025S2,U201800730,1,6,3
AF103-SEC6-2025S2,U202500731,1,1,2
MA431-SEC2-2025S2,U202500731,1,5,2
HU626-SEC4-2025S2,U202500731,1,4,3
HU625-SEC1-2025S2,U202500731,1,2,1
AF212-SEC1-2025S2,U201800732,1,6,2
ID999-SEC11-2025S2,U201800732,1,5,1
PE999-SEC1-2025S2,U201800732,1,6,3
CE999-SEC1-2025S2,U201800732,1,5,2
AD2454-SEC3-2025S2,U201800732,1,1,3
AD2508-SEC3-2025S2,U202200733,1,7,2
AD213-SEC4-2025S2,U202200733,1,5,1
GE220-SEC3-2025S2,U202200733,1,6,1
AF140-SEC7-2025S2,U202200733,1,5,1
IN250-SEC5-2025S2,U202200733,1,4,1
AD2507-SEC3-2025S2,U201700734,1,8,4
CE999-SEC3-2025S2,U201700734,1,5,3
EY999-SEC3-2025S2,U201700734,1,3,4
AM230-SEC2-2025S2,U201700734,1,4,2
AF212-SEC1-2025S2,U201700734,1,7,2
